Description,Acronym,Length,ID,die
"NM_007277.5 Homo sapiens exocyst complex component 3 (EXOC3), mRNA",EXOC3,2801,NM_007277.5,no
"NM_001290009.2 Homo sapiens bridging integrator 2 (BIN2), transcript variant 4, mRNA",BIN2,2801,NM_001290009.2,no
"NM_001347006.1 Homo sapiens transmembrane protein 62 (TMEM62), transcript variant 4, mRNA",TMEM62,2801,NM_001347006.1,no
"NM_080744.2 Homo sapiens scavenger receptor cysteine rich family member with 4 domains (SSC4D), mRNA",SSC4D,2800,NM_080744.2,no
"NM_053276.4 Homo sapiens vitrin (VIT), transcript variant 1, mRNA",VIT,2800,NM_053276.4,no
"NM_001251902.2 Homo sapiens tyrosine kinase non receptor 1 (TNK1), transcript variant 1, mRNA",TNK1,2800,NM_001251902.2,no
"NM_000133.4 Homo sapiens coagulation factor IX (F9), transcript variant 1, mRNA",F9,2800,NM_000133.4,no
"NR_024042.1 Homo sapiens guanylate cyclase 2E, pseudogene (GUCY2EP), non-coding RNA",GUCY2EP,2799,NR_024042.1,no
"NM_006342.3 Homo sapiens transforming acidic coiled-coil containing protein 3 (TACC3), mRNA",TACC3,2799,NM_006342.3,no
"NM_033118.4 Homo sapiens myosin light chain kinase 2 (MYLK2), mRNA",MYLK2,2799,NM_033118.4,no
"NM_024869.3 Homo sapiens family with sequence similarity 110 member D (FAM110D), mRNA",FAM110D,2799,NM_024869.3,no
"NM_002863.5 Homo sapiens glycogen phosphorylase L (PYGL), transcript variant 1, mRNA",PYGL,2799,NM_002863.5,no
"NM_080833.3 Homo sapiens RBBP8 N-terminal like (RBBP8NL), mRNA",RBBP8NL,2799,NM_080833.3,no
"NR_037164.2 Homo sapiens ankyrin repeat and SOCS box containing 13 (ASB13), transcript variant 3, non-coding RNA",ASB13,2798,NR_037164.2,no
"NM_001282437.1 Homo sapiens biogenesis of lysosomal organelles complex 1 subunit 2 (BLOC1S2), transcript variant 4, mRNA",BLOC1S2,2798,NM_001282437.1,no
"NM_001199322.1 Homo sapiens biogenesis of lysosomal organelles complex 1 subunit 5 (BLOC1S5), transcript variant 2, mRNA",BLOC1S5,2798,NM_001199322.1,no
"NM_001377532.1 Homo sapiens schlafen like 1 (SLFNL1), transcript variant 4, mRNA",SLFNL1,2798,NM_001377532.1,no
"NM_031965.2 Homo sapiens histone H3 associated protein kinase (HASPIN), mRNA",HASPIN,2797,NM_031965.2,no
"NM_024936.3 Homo sapiens zinc finger CCHC-type containing 4 (ZCCHC4), transcript variant 1, mRNA",ZCCHC4,2797,NM_024936.3,no
"NM_004990.4 Homo sapiens methionyl-tRNA synthetase 1 (MARS1), mRNA",MARS1,2797,NM_004990.4,no
"NM_017888.3 Homo sapiens acyl-CoA synthetase medium chain family member 5 (ACSM5), transcript variant 1, mRNA",ACSM5,2796,NM_017888.3,no
"NM_001001998.3 Homo sapiens exosome component 10 (EXOSC10), transcript variant 1, mRNA",EXOSC10,2796,NM_001001998.3,no
"NR_110229.1 Homo sapiens asteroid homolog 1 (ASTE1), transcript variant 3, non-coding RNA",ASTE1,2796,NR_110229.1,no
"NM_001320179.2 Homo sapiens ZFP69 zinc finger protein (ZFP69), transcript variant 2, mRNA",ZFP69,2796,NM_001320179.2,no
"NR_146188.1 Homo sapiens uncharacterized LOC102723313 (LOC102723313), long non-coding RNA",LOC102723313,2796,NR_146188.1,no
"NM_005699.3 Homo sapiens interleukin 18 binding protein (IL18BP), transcript variant C, mRNA",IL18BP,2796,NM_005699.3,no
"NR_110090.1 Homo sapiens SIRPG antisense RNA 1 (SIRPG-AS1), long non-coding RNA",SIRPG-AS1,2796,NR_110090.1,no
"NR_073498.2 Homo sapiens KH RNA binding domain containing, signal transduction associated 1 (KHDRBS1), transcript variant 3, non-coding RNA",KHDRBS1,2796,NR_073498.2,no
"NM_006150.5 Homo sapiens prickle planar cell polarity protein 3 (PRICKLE3), transcript variant 1, mRNA",PRICKLE3,2795,NM_006150.5,no
"NM_014096.4 Homo sapiens solute carrier family 43 member 3 (SLC43A3), transcript variant 1, mRNA",SLC43A3,2795,NM_014096.4,no
"NM_024898.4 Homo sapiens DENN domain containing 1C (DENND1C), transcript variant 1, mRNA",DENND1C,2795,NM_024898.4,no
"NR_108049.1 Homo sapiens colon cancer associated transcript 1 (CCAT1), long non-coding RNA",CCAT1,2795,NR_108049.1,no
"NM_058230.3 Homo sapiens zinc finger protein 354B (ZNF354B), mRNA",ZNF354B,2794,NM_058230.3,no
"NR_026583.1 Homo sapiens Rac GTPase activating protein 1 pseudogene (RACGAP1P), non-coding RNA",RACGAP1P,2794,NR_026583.1,no
"NM_001017992.4 Homo sapiens actin beta like 2 (ACTBL2), mRNA",ACTBL2,2794,NM_001017992.4,no
"NR_156734.1 Homo sapiens linc-UFC1 (LOC112543491), long non-coding RNA",LOC112543491,2793,NR_156734.1,no
"NM_198451.4 Homo sapiens forkhead box R2 (FOXR2), mRNA",FOXR2,2793,NM_198451.4,no
"NM_001199237.1 Homo sapiens G-patch domain and ankyrin repeats 1 (GPANK1), transcript variant 1, mRNA",GPANK1,2793,NM_001199237.1,no
"NM_001354345.1 Homo sapiens aldehyde dehydrogenase 3 family member B2 (ALDH3B2), transcript variant 3, mRNA",ALDH3B2,2792,NM_001354345.1,no
"NM_001242924.2 Homo sapiens zinc finger protein 410 (ZNF410), transcript variant 1, mRNA",ZNF410,2792,NM_001242924.2,no
"NM_030774.4 Homo sapiens olfactory receptor family 51 subfamily E member 2 (OR51E2), mRNA",OR51E2,2792,NM_030774.4,no
"NM_001297568.1 Homo sapiens zinc finger protein 124 (ZNF124), transcript variant 4, mRNA",ZNF124,2791,NM_001297568.1,no
"NR_146936.2 Homo sapiens thiamin pyrophosphokinase 1 (TPK1), transcript variant 18, non-coding RNA",TPK1,2791,NR_146936.2,no
"NM_018094.5 Homo sapiens G1 to S phase transition 2 (GSPT2), mRNA",GSPT2,2791,NM_018094.5,no
"NM_001134657.1 Homo sapiens proline rich 23C (PRR23C), mRNA",PRR23C,2791,NM_001134657.1,no
"NM_001290024.1 Homo sapiens interleukin 12 receptor subunit beta 1 (IL12RB1), transcript variant 4, mRNA",IL12RB1,2791,NM_001290024.1,no
"NM_001013628.3 Homo sapiens DDB1 and CUL4 associated factor 12 like 2 (DCAF12L2), mRNA",DCAF12L2,2791,NM_001013628.3,no
"NM_006889.4 Homo sapiens CD86 molecule (CD86), transcript variant 2, mRNA",CD86,2790,NM_006889.4,no
"NM_000458.4 Homo sapiens HNF1 homeobox B (HNF1B), transcript variant 1, mRNA",HNF1B,2790,NM_000458.4,no
"NM_016352.4 Homo sapiens carboxypeptidase A4 (CPA4), transcript variant 1, mRNA",CPA4,2790,NM_016352.4,no
"NM_001130913.1 Homo sapiens zinc finger protein 720 (ZNF720), mRNA",ZNF720,2789,NM_001130913.1,no
"NM_001287603.1 Homo sapiens zinc finger and BTB domain containing 17 (ZBTB17), transcript variant 3, mRNA",ZBTB17,2788,NM_001287603.1,no
"NR_038247.1 Homo sapiens ZNF571 antisense RNA 1 (ZNF571-AS1), transcript variant 1, long non-coding RNA",ZNF571-AS1,2788,NR_038247.1,no
"NM_153335.6 Homo sapiens STE20 related adaptor alpha (STRADA), transcript variant 3, mRNA",STRADA,2788,NM_153335.6,no
"NM_012192.4 Homo sapiens translocase of inner mitochondrial membrane 10B (TIMM10B), mRNA",TIMM10B,2788,NM_012192.4,no
"NM_001348187.1 Homo sapiens DEAD-box helicase 27 (DDX27), transcript variant 1, mRNA",DDX27,2788,NM_001348187.1,no
"NR_024407.1 Homo sapiens ZBTB11 antisense RNA 1 (ZBTB11-AS1), long non-coding RNA",ZBTB11-AS1,2788,NR_024407.1,no
"NM_001365077.1 Homo sapiens V-set and immunoglobulin domain containing 10 like 2 (VSIG10L2), mRNA",VSIG10L2,2787,NM_001365077.1,no
"NM_005402.4 Homo sapiens RAS like proto-oncogene A (RALA), mRNA",RALA,2787,NM_005402.4,no
"NM_015873.3 Homo sapiens villin like (VILL), mRNA",VILL,2787,NM_015873.3,no
"NR_046116.1 Homo sapiens uncharacterized LOC550113 (LOC550113), long non-coding RNA",LOC550113,2787,NR_046116.1,no
"NM_144680.3 Homo sapiens zinc finger protein 18 (ZNF18), transcript variant 1, mRNA",ZNF18,2787,NM_144680.3,no
"NM_198471.3 Homo sapiens KN motif and ankyrin repeat domains 3 (KANK3), mRNA",KANK3,2787,NM_198471.3,no
"NM_004262.3 Homo sapiens transmembrane serine protease 11D (TMPRSS11D), mRNA",TMPRSS11D,2787,NM_004262.3,no
"NM_006446.5 Homo sapiens solute carrier organic anion transporter family member 1B1 (SLCO1B1), mRNA",SLCO1B1,2787,NM_006446.5,no
"NM_006097.5 Homo sapiens myosin light chain 9 (MYL9), transcript variant 1, mRNA",MYL9,2786,NM_006097.5,no
"NM_020444.5 Homo sapiens KIAA1191 (KIAA1191), transcript variant 1, mRNA",KIAA1191,2786,NM_020444.5,no
"NM_001352086.2 Homo sapiens coiled-coil domain containing 91 (CCDC91), transcript variant 10, mRNA",CCDC91,2786,NM_001352086.2,no
"NR_136646.2 Homo sapiens spermatogenesis associated 5 like 1 (SPATA5L1), transcript variant 5, non-coding RNA",SPATA5L1,2786,NR_136646.2,no
"NM_001352496.2 Homo sapiens asparagine synthetase (glutamine-hydrolyzing) (ASNS), transcript variant 7, mRNA",glutamine-hydrolyzing,2786,NM_001352496.2,no
"NM_006854.4 Homo sapiens KDEL endoplasmic reticulum protein retention receptor 2 (KDELR2), transcript variant 1, mRNA",KDELR2,2786,NM_006854.4,no
"NM_003924.4 Homo sapiens paired like homeobox 2B (PHOX2B), mRNA",PHOX2B,2785,NM_003924.4,no
"NR_120626.1 Homo sapiens long intergenic non-protein coding RNA 1166 (LINC01166), transcript variant 1, long non-coding RNA",LINC01166,2785,NR_120626.1,no
"NM_022744.4 Homo sapiens RUS family member 1 (RUSF1), mRNA",RUSF1,2785,NM_022744.4,no
"NR_033379.1 Homo sapiens long intergenic non-protein coding RNA 1623 (LINC01623), long non-coding RNA",LINC01623,2785,NR_033379.1,no
"NR_038292.1 Homo sapiens long intergenic non-protein coding RNA 1012 (LINC01012), transcript variant 1, long non-coding RNA",LINC01012,2785,NR_038292.1,no
"NM_003088.4 Homo sapiens fascin actin-bundling protein 1 (FSCN1), mRNA",FSCN1,2784,NM_003088.4,no
"NR_033426.1 Homo sapiens acyl-CoA dehydrogenase family member 9 (ACAD9), transcript variant 2, non-coding RNA",ACAD9,2784,NR_033426.1,no
"NM_003814.5 Homo sapiens ADAM metallopeptidase domain 20 (ADAM20), mRNA",ADAM20,2784,NM_003814.5,no
"NM_001352130.1 Homo sapiens zinc finger protein 415 (ZNF415), transcript variant 6, mRNA",ZNF415,2784,NM_001352130.1,no
"NM_003684.7 Homo sapiens MAPK interacting serine/threonine kinase 1 (MKNK1), transcript variant 1, mRNA",MKNK1,2784,NM_003684.7,no
"NM_001270643.1 Homo sapiens LUC7 like 2, pre-mRNA splicing factor (LUC7L2), transcript variant 4, mRNA",LUC7L2,2783,NM_001270643.1,no
"NM_001282187.2 Homo sapiens cysteinyl leukotriene receptor 1 (CYSLTR1), transcript variant 1, mRNA",CYSLTR1,2783,NM_001282187.2,no
"NR_034085.1 Homo sapiens uncharacterized LOC648987 (LOC648987), transcript variant 1, long non-coding RNA",LOC648987,2783,NR_034085.1,no
"NM_001297750.2 Homo sapiens C-type lectin domain family 1 member A (CLEC1A), transcript variant 4, mRNA",CLEC1A,2783,NM_001297750.2,no
"NM_032015.5 Homo sapiens ring finger protein 26 (RNF26), mRNA",RNF26,2783,NM_032015.5,no
"NR_132393.1 Homo sapiens long intergenic non-protein coding RNA 1613 (LINC01613), long non-coding RNA",LINC01613,2783,NR_132393.1,no
"NM_203454.3 Homo sapiens apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4 (APOBEC4), mRNA",APOBEC4,2782,NM_203454.3,no
"NM_001282611.2 Homo sapiens olfactomedin 1 (OLFM1), transcript variant 4, mRNA",OLFM1,2782,NM_001282611.2,no
"NM_001168215.1 Homo sapiens transmembrane protein 92 (TMEM92), transcript variant 2, mRNA",TMEM92,2782,NM_001168215.1,no
"NM_003299.3 Homo sapiens heat shock protein 90 beta family member 1 (HSP90B1), mRNA",HSP90B1,2782,NM_003299.3,no
"NR_038425.1 Homo sapiens LEMD1 antisense RNA 1 (LEMD1-AS1), long non-coding RNA",LEMD1-AS1,2781,NR_038425.1,no
"NM_017460.6 Homo sapiens cytochrome P450 family 3 subfamily A member 4 (CYP3A4), transcript variant 1, mRNA",CYP3A4,2781,NM_017460.6,no
"NM_017820.5 Homo sapiens exonuclease 3'-5' domain containing 3 (EXD3), transcript variant 1, mRNA",EXD3,2781,NM_017820.5,no
"NM_017857.4 Homo sapiens slingshot protein phosphatase 3 (SSH3), mRNA",SSH3,2781,NM_017857.4,no
"NM_001174084.2 Homo sapiens DNA polymerase lambda (POLL), transcript variant 1, mRNA",POLL,2781,NM_001174084.2,no
"NM_000660.7 Homo sapiens transforming growth factor beta 1 (TGFB1), mRNA",TGFB1,2780,NM_000660.7,no
"NM_003643.4 Homo sapiens glial cells missing transcription factor 1 (GCM1), mRNA",GCM1,2780,NM_003643.4,no
"NM_021973.3 Homo sapiens heart and neural crest derivatives expressed 2 (HAND2), mRNA",HAND2,2780,NM_021973.3,no
"NM_174978.3 Homo sapiens chromosome 14 open reading frame 39 (C14orf39), mRNA",C14orf39,2780,NM_174978.3,no
"NM_016113.5 Homo sapiens transient receptor potential cation channel subfamily V member 2 (TRPV2), mRNA",TRPV2,2779,NM_016113.5,no
"NM_001317040.1 Homo sapiens galactosidase beta 1 (GLB1), transcript variant 4, mRNA",GLB1,2779,NM_001317040.1,no
"NM_001170754.1 Homo sapiens chromosome 1 open reading frame 127 (C1orf127), transcript variant 1, mRNA",C1orf127,2779,NM_001170754.1,no
"NM_033055.3 Homo sapiens major facilitator superfamily domain containing 14A (MFSD14A), mRNA",MFSD14A,2779,NM_033055.3,no
"NM_172347.2 Homo sapiens potassium voltage-gated channel modifier subfamily G member 4 (KCNG4), mRNA",KCNG4,2779,NM_172347.2,no
"NM_031942.5 Homo sapiens cell division cycle associated 7 (CDCA7), transcript variant 1, mRNA",CDCA7,2778,NM_031942.5,no
"NM_001080515.3 Homo sapiens family with sequence similarity 163 member B (FAM163B), transcript variant 1, mRNA",FAM163B,2778,NM_001080515.3,no
"NM_001256742.1 Homo sapiens CCR4-NOT transcription complex subunit 10 (CNOT10), transcript variant 3, mRNA",CNOT10,2778,NM_001256742.1,no
"NR_133644.2 Homo sapiens centrosomal protein 95 (CEP95), transcript variant 3, non-coding RNA",CEP95,2777,NR_133644.2,no
"NM_001365372.1 Homo sapiens golgin A6 family-like (LOC645202), mRNA",LOC645202,2776,NM_001365372.1,no
"NM_001979.6 Homo sapiens epoxide hydrolase 2 (EPHX2), transcript variant 1, mRNA",EPHX2,2776,NM_001979.6,no
"NM_001165037.1 Homo sapiens gamma-aminobutyric acid type A receptor subunit alpha5 (GABRA5), transcript variant 2, mRNA",GABRA5,2776,NM_001165037.1,no
"NR_038949.1 Homo sapiens LARGE antisense RNA 1 (LARGE-AS1), transcript variant 1, long non-coding RNA",LARGE-AS1,2775,NR_038949.1,no
"NM_001243835.2 Homo sapiens signal transducer and activator of transcription 4 (STAT4), transcript variant 2, mRNA",STAT4,2775,NM_001243835.2,no
"NM_001012509.4 Homo sapiens solute carrier family 45 member 2 (SLC45A2), transcript variant 2, mRNA",SLC45A2,2775,NM_001012509.4,no
"NM_001077268.2 Homo sapiens zinc finger FYVE-type containing 19 (ZFYVE19), transcript variant 1, mRNA",ZFYVE19,2775,NM_001077268.2,no
"NM_001318371.2 Homo sapiens solute carrier family 35 member E4 (SLC35E4), transcript variant 3, mRNA",SLC35E4,2775,NM_001318371.2,no
"NM_001136534.3 Homo sapiens transmembrane protein 233 (TMEM233), mRNA",TMEM233,2775,NM_001136534.3,no
"NR_024071.2 Homo sapiens phospholipase C delta 1 (PLCD1), transcript variant 3, non-coding RNA",PLCD1,2775,NR_024071.2,no
"NM_014160.5 Homo sapiens makorin ring finger protein 2 (MKRN2), transcript variant 1, mRNA",MKRN2,2775,NM_014160.5,no
"NM_033544.2 Homo sapiens RCC1 domain containing 1 (RCCD1), transcript variant 1, mRNA",RCCD1,2774,NM_033544.2,no
"NM_138378.3 Homo sapiens ferredoxin-fold anticodon binding domain containing 1 (FDXACB1), transcript variant 1, mRNA",FDXACB1,2774,NM_138378.3,no
"NM_006802.4 Homo sapiens splicing factor 3a subunit 3 (SF3A3), transcript variant 1, mRNA",SF3A3,2774,NM_006802.4,no
"NM_001324130.2 Homo sapiens ankyrin repeat and sterile alpha motif domain containing 3 (ANKS3), transcript variant 6, mRNA",ANKS3,2773,NM_001324130.2,no
"NM_001010887.3 Homo sapiens alkaline ceramidase 2 (ACER2), mRNA",ACER2,2773,NM_001010887.3,no
"NM_001098208.1 Homo sapiens heterogeneous nuclear ribonucleoprotein F (HNRNPF), transcript variant 1, mRNA",HNRNPF,2773,NM_001098208.1,no
"NM_001727.2 Homo sapiens bombesin receptor subtype 3 (BRS3), mRNA",BRS3,2773,NM_001727.2,no
"NM_001376914.1 Homo sapiens SEC14 like lipid binding 3 (SEC14L3), transcript variant 5, mRNA",SEC14L3,2772,NM_001376914.1,no
"NR_135624.1 Homo sapiens solute carrier family 47 member 2 (SLC47A2), transcript variant 4, non-coding RNA",SLC47A2,2772,NR_135624.1,no
"NM_001369385.1 Homo sapiens nucleosome assembly protein 1 like 4 (NAP1L4), transcript variant 12, mRNA",NAP1L4,2772,NM_001369385.1,no
"NR_133662.1 Homo sapiens KCNK4-TEX40 readthrough (KCNK4-TEX40), long non-coding RNA",KCNK4-TEX40,2772,NR_133662.1,no
"NM_001258390.1 Homo sapiens layilin (LAYN), transcript variant 1, mRNA",LAYN,2772,NM_001258390.1,no
"NM_001358699.1 Homo sapiens ring finger protein 227 (RNF227), transcript variant 1, mRNA",RNF227,2771,NM_001358699.1,no
"NM_018423.3 Homo sapiens serine/threonine/tyrosine kinase 1 (STYK1), mRNA",STYK1,2771,NM_018423.3,no
"NM_001330220.2 Homo sapiens dickkopf WNT signaling pathway inhibitor 3 (DKK3), transcript variant 4, mRNA",DKK3,2771,NM_001330220.2,no
"NM_001737.5 Homo sapiens complement C9 (C9), mRNA",C9,2770,NM_001737.5,no
"NM_004213.5 Homo sapiens solute carrier family 28 member 1 (SLC28A1), transcript variant 1, mRNA",SLC28A1,2770,NM_004213.5,no
"NM_001349853.1 Homo sapiens ankyrin repeat domain 54 (ANKRD54), transcript variant 5, mRNA",ANKRD54,2770,NM_001349853.1,no
"NM_000796.6 Homo sapiens dopamine receptor D3 (DRD3), transcript variant a, mRNA",DRD3,2770,NM_000796.6,no
"NM_080603.5 Homo sapiens zinc finger SWIM-type containing 1 (ZSWIM1), mRNA",ZSWIM1,2769,NM_080603.5,no
"NM_017515.5 Homo sapiens solute carrier family 35 member F2 (SLC35F2), mRNA",SLC35F2,2769,NM_017515.5,no
"NM_201442.4 Homo sapiens complement C1s (C1S), transcript variant 1, mRNA",C1S,2769,NM_201442.4,no
"NR_156431.2 Homo sapiens thioesterase superfamily member 6 (THEM6), transcript variant 3, non-coding RNA",THEM6,2769,NR_156431.2,no
"NR_144321.1 Homo sapiens tripartite motif containing 8 (TRIM8), transcript variant 3, non-coding RNA",TRIM8,2769,NR_144321.1,no
"NM_006320.6 Homo sapiens progesterone receptor membrane component 2 (PGRMC2), mRNA",PGRMC2,2769,NM_006320.6,no
"NM_005446.4 Homo sapiens purinergic receptor P2X 6 (P2RX6), transcript variant 1, mRNA",P2RX6,2769,NM_005446.4,no
"NM_177400.3 Homo sapiens NK6 homeobox 2 (NKX6-2), mRNA",NKX6-2,2768,NM_177400.3,no
"NM_198474.4 Homo sapiens olfactomedin like 1 (OLFML1), transcript variant 1, mRNA",OLFML1,2768,NM_198474.4,no
"NR_002710.2 Homo sapiens arachidonate 12-lipoxygenase pseudogene 2 (ALOX12P2), transcript variant 1, non-coding RNA",ALOX12P2,2768,NR_002710.2,no
"NM_000539.3 Homo sapiens rhodopsin (RHO), mRNA",RHO,2768,NM_000539.3,no
"NM_145273.4 Homo sapiens CD300 molecule like family member g (CD300LG), transcript variant 1, mRNA",CD300LG,2768,NM_145273.4,no
"NM_017933.5 Homo sapiens phosphotyrosine interaction domain containing 1 (PID1), transcript variant 1, mRNA",PID1,2768,NM_017933.5,no
"NM_006555.4 Homo sapiens YKT6 v-SNARE homolog (YKT6), transcript variant 1, mRNA",YKT6,2767,NM_006555.4,no
"NM_001287344.1 Homo sapiens Bruton tyrosine kinase (BTK), transcript variant 3, mRNA",BTK,2767,NM_001287344.1,no
"NR_125963.1 Homo sapiens uncharacterized LOC101928718 (LOC101928718), long non-coding RNA",LOC101928718,2767,NR_125963.1,no
"NM_001346712.1 Homo sapiens ArfGAP with dual PH domains 2 (ADAP2), transcript variant 1, mRNA",ADAP2,2767,NM_001346712.1,no
"NM_033058.3 Homo sapiens tripartite motif containing 55 (TRIM55), transcript variant 2, mRNA",TRIM55,2767,NM_033058.3,no
"NM_015423.3 Homo sapiens aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (AASDHPPT), mRNA",AASDHPPT,2767,NM_015423.3,no
"NR_034145.1 Homo sapiens long intergenic non-protein coding RNA 670 (LINC00670), transcript variant 1, long non-coding RNA",LINC00670,2767,NR_034145.1,no
"NM_001305630.1 Homo sapiens cell cycle regulator of NHEJ (CYREN), transcript variant 9, mRNA",CYREN,2766,NM_001305630.1,no
"NM_001282652.1 Homo sapiens stress induced phosphoprotein 1 (STIP1), transcript variant 1, mRNA",STIP1,2766,NM_001282652.1,no
"NR_146505.1 Homo sapiens uncharacterized LOC105374454 (LOC105374454), long non-coding RNA",LOC105374454,2766,NR_146505.1,no
"NM_001322495.1 Homo sapiens glutathione synthetase (GSS), transcript variant 3, mRNA",GSS,2766,NM_001322495.1,no
"NM_001350213.1 Homo sapiens thymosin beta 15B (TMSB15B), transcript variant 4, mRNA",TMSB15B,2765,NM_001350213.1,no
"NM_015511.4 Homo sapiens AAR2 splicing factor (AAR2), transcript variant 1, mRNA",AAR2,2765,NM_015511.4,no
"NM_199261.3 Homo sapiens transmembrane phosphatase with tensin homology (TPTE), transcript variant 1, mRNA",TPTE,2765,NM_199261.3,no
"NM_198075.4 Homo sapiens leucine rich repeat containing 56 (LRRC56), mRNA",LRRC56,2765,NM_198075.4,no
"NM_176894.3 Homo sapiens purinergic receptor P2Y13 (P2RY13), mRNA",P2RY13,2765,NM_176894.3,no
"NM_001042539.3 Homo sapiens MYC associated zinc finger protein (MAZ), transcript variant 2, mRNA",MAZ,2765,NM_001042539.3,no
"NM_138697.4 Homo sapiens taste 1 receptor member 1 (TAS1R1), transcript variant 2, mRNA",TAS1R1,2764,NM_138697.4,no
"NM_024642.5 Homo sapiens polypeptide N-acetylgalactosaminyltransferase 12 (GALNT12), mRNA",GALNT12,2764,NM_024642.5,no
