ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die
AY646855.2,Sapovirus SaKaeo-15/Thailand,DNA,linear,"Sapovirus SaKaeo-15/Thailand, complete genome",ssRNA(+),7459,no
AY237419.2,Sapovirus Mc2,mRNA,linear,"Sapovirus Mc2, complete genome",ssRNA(+),7490,no
AY800279.1,Nandina mosaic virus,RNA,linear,"Nandina mosaic virus isolate PLH 1, complete genome",ssRNA(+),6066,no
AY572034.1,Civet SARS CoV 007/2004,RNA,linear,"SARS coronavirus civet007, complete genome",ssRNA(+),29540,yes
AY572035.1,SARS coronavirus civet010,RNA,linear,"SARS coronavirus civet010, complete genome",ssRNA(+),29518,yes
AY572038.1,SARS coronavirus civet020,RNA,linear,"SARS coronavirus civet020, complete genome",ssRNA(+),29683,yes
AF502399.1,Bovine viral diarrhea virus 2 New York'93,RNA,linear,"Bovine viral diarrhea virus 2-New York'93, complete genome",ssRNA(+),12332,no
J04358.2,Classical swine fever virus - Alfort/Tuebingen,ss-RNA,linear,"Classical swine fever virus - Alfort/Tuebingen, complete genome",ssRNA(+),12297,yes
D49374.1,Hepatitis C virus (isolate Tr Kj),RNA,linear,"Hepatitis C virus (isolate Tr Kj) genomic RNA, complete genome",ssRNA(+),9444,no
AY485277.1,SARS coronavirus Sino1-11,ss-RNA,linear,"SARS coronavirus Sino1-11, complete genome",ssRNA(+),29741,no
AY485278.1,SARS coronavirus Sino3-11,ss-RNA,linear,"SARS coronavirus Sino3-11, complete genome",ssRNA(+),29740,yes
AB030907.1,Hepatitis C virus (isolate JPUT971017),RNA,linear,"Hepatitis C virus (isolate JPUT971017) genomic RNA, complete genome",ssRNA(+),9654,no
AB047639.1,Hepatitis C virus JFH-1,RNA,linear,"Hepatitis C virus (isolate JFH-1) genomic RNA, complete genome",ssRNA(+),9678,yes
D14853.1,Hepatitis C virus (isolate HC-G9),RNA,linear,"Hepatitis C virus (isolate HC-G9) genomic RNA, complete genome",ssRNA(+),9487,no
D28917.1,Hepatitis C virus (isolate HCV-K3a/650),RNA,linear,"Hepatitis C virus (isolate HCV-K3a/650) genomic RNA, complete genome",ssRNA(+),9454,no
D50409.1,Hepatitis C virus (isolate BEBE1),RNA,linear,"Hepatitis C virus (isolate BEBE1) genomic RNA, complete genome",ssRNA(+),9513,no
D63821.1,Hepatitis C virus (isolate JK049),RNA,linear,"Hepatitis C virus (isolate JK049) genomic RNA, complete genome",ssRNA(+),9450,no
D63822.1,Hepatitis C virus (isolate JK046),RNA,linear,"Hepatitis C virus (isolate JK046) genomic RNA, complete genome",ssRNA(+),9461,yes
D84263.2,Hepatitis C virus (isolate VN235),RNA,linear,"Hepatitis C virus (isolate VN235) genomic RNA, complete genome",ssRNA(+),9615,no
D84264.2,Hepatitis C virus (isolate VN405),RNA,linear,"Hepatitis C virus (isolate VN405) genomic RNA, complete genome",ssRNA(+),9601,no
D84265.2,Hepatitis C virus (isolate VN004),RNA,linear,"Hepatitis C virus (isolate VN004) genomic RNA, complete genome",ssRNA(+),9621,no
DQ022305.2,Bat SARS coronavirus HKU3-1,RNA,linear,"Bat SARS coronavirus HKU3-1, complete genome",ssRNA(+),29728,yes
AY848695.2,West Nile virus strain 385-99,RNA,linear,"West Nile virus strain 385-99 isolate hamster passage strain 9317A, complete genome",ssRNA(+),11029,no
DQ084199.1,Bat SARS coronavirus HKU3-2,RNA,linear,"bat SARS coronavirus HKU3-2, complete genome",ssRNA(+),29687,yes
DQ084200.1,Bat SARS coronavirus HKU3-3,RNA,linear,"bat SARS coronavirus HKU3-3, complete genome",ssRNA(+),29711,yes
DQ182595.1,SARS coronavirus ZJ0301,RNA,linear,"SARS coronavirus ZJ0301 from China, complete genome",ssRNA(+),29706,yes
AB187514.1,Norovirus Hu/GI/Otofuke/1979/JP,RNA,linear,"Norovirus Hu/GI/Otofuke/1979/JP genomic RNA, complete genome",ssRNA(+),7746,no
AY686864.1,SARS coronavirus B039,RNA,linear,"SARS coronavirus B039, complete genome",ssRNA(+),29525,yes
X65102.2,Poplar mosaic virus (ATCC PV257),RNA,linear,"Poplar mosaic virus (ATCC PV257), complete genome",ssRNA(+),8737,yes
AY394850.2,SARS coronavirus WHU,RNA,linear,"SARS coronavirus WHU, complete genome",ssRNA(+),29728,yes
AY593804.1,Foot-and-mouth disease virus C1,RNA,linear,"Foot-and-mouth disease virus C1 isolate c1noville iso56, complete genome",ssRNA(+),8150,no
AY593806.1,Foot-and-mouth disease virus C3,RNA,linear,"Foot-and-mouth disease virus C3 isolate c3ind iso19, complete genome",ssRNA(+),8183,yes
AY593808.1,Foot-and-mouth disease virus C4,RNA,linear,"Foot-and-mouth disease virus C4 isolate C4 Tierra del Fuego iso2, complete genome",ssRNA(+),8188,no
AY593809.1,Foot-and-mouth disease virus C5,RNA,linear,"Foot-and-mouth disease virus C5 isolate c5arg iso60, complete genome",ssRNA(+),8191,no
D00435.1,Swine vesicular disease virus (STRAIN H/3 '76),RNA,linear,"Swine vesicular disease virus (STRAIN H/3 '76) genomic RNA, complete genome",ssRNA(+),7401,yes
D00538.1,Human coxsackievirus A21 Coe,RNA,linear,"Human coxsackievirus A21 (strain Coe) genomic RNA, complete genome",ssRNA(+),7401,no
X84981.1,Echovirus 9 strain Hill,RNA,linear,"Echovirus 9 (strain Hill), complete genome",ssRNA(+),7420,no
X86557.1,Lordsdale virus,RNA,linear,Lordsdale virus complete genome,ssRNA(+),7555,yes
X87607.1,Rabbit hemorrhagic disease virus-BS89,RNA,linear,RHDV-BS89 complete genome,ssRNA(+),7437,yes
Z29514.1,Rabbit hemorrhagic disease virus-SD,RNA,linear,RHDV-SD complete genome,ssRNA(+),7437,no
AJ243370.1,Pothos latent virus,RNA,linear,"Pothos latent virus complete genome, pigeonpea strain",ssRNA(+),4354,no
AJ585412.1,Bovine viral diarrhea virus VEDEVAC,RNA,linear,"Bovine viral diarrhea virus VEDEVAC ORF1 for polyprotein, complete genome, genomic RNA, strain VEDEVAC",ssRNA(+),12308,no
U54983.1,Rabbit hemorrhagic disease virus-V351,RNA,linear,"RHDV-V351, complete genome",ssRNA(+),7437,no
AY515512.1,SARS coronavirus HC/SZ/61/03,RNA,linear,"SARS coronavirus HC/SZ/61/03, complete genome",ssRNA(+),29731,yes
AY554397.1,Classical swine fever virus 96TD,RNA,linear,"Classical swine fever virus 96TD, complete genome",ssRNA(+),12296,yes
AF346759.1,Tamana bat virus,ss-RNA,linear,"Tamana bat virus, complete genome",ssRNA(+),10428,no
AY262352.1,PRRSV HB-2(sh)/2002,ss-RNA,linear,"PRRSV HB-2(sh)/2002, complete genome",ssRNA(+),15398,no
AY772730.1,Norovirus Hu/NLV/GII/Neustrelitz260/2000/DE,RNA,linear,"Norovirus Hu/NLV/GII/Neustrelitz260/2000/DE from Germany, complete genome",ssRNA(+),7579,no
AF377945.1,Foot-and-mouth disease virus O/SKR/2000,ss-RNA,linear,"Foot-and-mouth disease virus O/SKR/2000, complete genome",ssRNA(+),7813,yes
AY317098.1,Foot-and-mouth disease virus HKN/2002,RNA,linear,"Foot-and-mouth disease virus HKN/2002, complete genome",ssRNA(+),8104,yes
AY714217.1,SARS Coronavirus CDC#200301157,RNA,linear,"SARS Coronavirus CDC#200301157, complete genome",ssRNA(+),29727,yes
AY559081.1,SARS coronavirus Sin842,RNA,linear,"SARS coronavirus Sin842, complete genome",ssRNA(+),29716,yes
AY559082.1,SARS coronavirus Sin852,RNA,linear,"SARS coronavirus Sin852, complete genome",ssRNA(+),29670,yes
AY559083.1,SARS coronavirus Sin3408,RNA,linear,"SARS coronavirus Sin3408, complete genome",ssRNA(+),29767,no
AY559084.1,SARS coronavirus Sin3765V,RNA,linear,"SARS coronavirus Sin3765V, complete genome",ssRNA(+),29722,yes
AY559085.1,SARS coronavirus Sin848,RNA,linear,"SARS coronavirus Sin848, complete genome",ssRNA(+),29713,yes
AY559086.1,SARS coronavirus Sin849,RNA,linear,"SARS coronavirus Sin849, complete genome",ssRNA(+),29661,yes
AY559087.1,SARS coronavirus Sin3725V,RNA,linear,"SARS coronavirus Sin3725V, complete genome",ssRNA(+),29716,yes
AY559088.1,SARS coronavirus SinP1,RNA,linear,"SARS coronavirus SinP1, complete genome",ssRNA(+),29714,yes
AY559089.1,SARS coronavirus SinP2,RNA,linear,"SARS coronavirus SinP2, complete genome",ssRNA(+),29717,yes
AY559090.1,SARS coronavirus SinP3,RNA,linear,"SARS coronavirus SinP3, complete genome",ssRNA(+),29725,yes
AY559091.1,SARS coronavirus SinP4,RNA,linear,"SARS coronavirus SinP4, complete genome",ssRNA(+),29710,yes
AY559092.1,SARS coronavirus SinP5,RNA,linear,"SARS coronavirus SinP5, complete genome",ssRNA(+),29713,yes
AY559093.1,SARS coronavirus Sin845,RNA,linear,"SARS coronavirus Sin845, complete genome",ssRNA(+),29712,yes
AY559094.1,SARS coronavirus Sin846,RNA,linear,"SARS coronavirus Sin846, complete genome",ssRNA(+),29577,yes
AY559095.1,SARS coronavirus Sin847,RNA,linear,"SARS coronavirus Sin847, complete genome",ssRNA(+),29719,yes
AY559096.1,SARS coronavirus Sin850,RNA,linear,"SARS coronavirus Sin850, complete genome",ssRNA(+),29720,yes
AY559097.1,SARS coronavirus Sin3408L,RNA,linear,"SARS coronavirus Sin3408L, complete genome",ssRNA(+),29715,no
AY587984.1,Norovirus Hu/NLV/Oxford/B4S5/2002/UK,RNA,linear,"Norovirus Hu/NLV/Oxford/B4S5/2002/UK, complete genome",ssRNA(+),7558,yes
AY587986.1,Norovirus Hu/NLV/Oxford/B4S4/2002/UK,RNA,linear,"Norovirus Hu/NLV/Oxford/B4S4/2002/UK, complete genome",ssRNA(+),7558,yes
AY587987.1,Norovirus Hu/NLV/Oxford/B4S7/2002/UK,RNA,linear,"Norovirus Hu/NLV/Oxford/B4S7/2002/UK, complete genome",ssRNA(+),7558,yes
AY587988.1,Norovirus Hu/NLV/Oxford/B4S1/2002/UK,RNA,linear,"Norovirus Hu/NLV/Oxford/B4S1/2002/UK, complete genome",ssRNA(+),7558,yes
AY587989.1,Norovirus Hu/NLV/Oxford/B2S16/2002/UK,RNA,linear,"Norovirus Hu/NLV/Oxford/B2S16/2002/UK, complete genome",ssRNA(+),7558,yes
AY581254.1,Human calicivirus Hu/NLV/Oxford/B5S22/2003/UK,RNA,linear,"Human calicivirus Hu/NLV/Oxford/B5S22/2003/UK, complete genome",ssRNA(+),7558,yes
AY646283.1,Avian infectious bronchitis virus partridge/GD/S14/2003,RNA,linear,"Avian infectious bronchitis virus partridge/GD/S14/2003, complete genome",ssRNA(+),27503,no
AY134748.1,Snow Mountain virus,RNA,linear,"Snow Mountain virus, complete genome",ssRNA(+),7537,no
AY421761.1,Coxsackievirus A3,ss-RNA,linear,"Human coxsackievirus A3 strain Olson, complete genome",ssRNA(+),7395,no
AY518894.1,Human group 1 coronavirus associated with pneumonia,RNA,linear,"Human group 1 coronavirus associated with pneumonia, complete genome",ssRNA(+),27555,no
AY575773.1,Bean common mosaic virus strain Blackeye,RNA,linear,"Blackeye cowpea mosaic virus, complete genome",ssRNA(+),9992,no
AY323977.2,SARS coronavirus HSR 1,RNA,linear,"SARS coronavirus HSR 1, complete genome",ssRNA(+),29751,yes
AY237415.2,Human calicivirus strain Mc37,RNA,linear,"Human calicivirus strain Mc37, complete genome",ssRNA(+),7541,no
AY291451.1,SARS coronavirus TW1,RNA,linear,"SARS coronavirus TW1, complete genome",ssRNA(+),29729,yes
AY502923.1,SARS coronavirus TW10,RNA,linear,"SARS coronavirus TW10, complete genome",ssRNA(+),29729,yes
AY502924.1,SARS coronavirus TW11,RNA,linear,"SARS coronavirus TW11, complete genome",ssRNA(+),29727,yes
AY502926.1,SARS coronavirus TW3,RNA,linear,"SARS coronavirus TW3, complete genome",ssRNA(+),29729,yes
AY502927.1,SARS coronavirus TW4,RNA,linear,"SARS coronavirus TW4, complete genome",ssRNA(+),29729,yes
AY502928.1,SARS coronavirus TW5,RNA,linear,"SARS coronavirus TW5, complete genome",ssRNA(+),29729,yes
AY502929.1,SARS coronavirus TW6,RNA,linear,"SARS coronavirus TW6, complete genome",ssRNA(+),29729,yes
AY502930.1,SARS coronavirus TW7,RNA,linear,"SARS coronavirus TW7, complete genome",ssRNA(+),29729,yes
AY502931.1,SARS coronavirus TW8,RNA,linear,"SARS coronavirus TW8, complete genome",ssRNA(+),29729,yes
AY502932.1,SARS coronavirus TW9,RNA,linear,"SARS coronavirus TW9, complete genome",ssRNA(+),29729,yes
AY390556.1,SARS coronavirus GZ02,RNA,linear,"SARS coronavirus GZ02, complete genome",ssRNA(+),29760,yes
AY394978.1,SARS coronavirus GZ-B,RNA,linear,"SARS coronavirus GZ-B, complete genome",ssRNA(+),29640,yes
AY394979.1,SARS coronavirus GZ-C,RNA,linear,"SARS coronavirus GZ-C, complete genome",ssRNA(+),29645,yes
AY394983.1,SARS coronavirus HSZ2-A,RNA,linear,"SARS coronavirus HSZ2-A, complete genome",ssRNA(+),29699,yes
AY394985.1,SARS coronavirus HSZ-Bb,RNA,linear,"SARS coronavirus HSZ-Bb, complete genome",ssRNA(+),29530,yes
AY394986.1,SARS coronavirus HSZ-Cb,RNA,linear,"SARS coronavirus HSZ-Cb, complete genome",ssRNA(+),29729,yes
AY394987.1,SARS coronavirus HZS2-Fb,RNA,linear,"SARS coronavirus HZS2-Fb, complete genome",ssRNA(+),29709,yes
AY394989.1,SARS coronavirus HZS2-D,RNA,linear,"SARS coronavirus HZS2-D, complete genome",ssRNA(+),29736,yes
AY394990.1,SARS coronavirus HZS2-E,RNA,linear,"SARS coronavirus HZS2-E, complete genome",ssRNA(+),29736,yes
AY394991.1,SARS coronavirus HZS2-Fc,RNA,linear,"SARS coronavirus HZS2-Fc, complete genome",ssRNA(+),29736,yes
AY394992.1,SARS coronavirus HZS2-C,RNA,linear,"SARS coronavirus HZS2-C, complete genome",ssRNA(+),29736,yes
AY394993.1,SARS coronavirus HGZ8L2,RNA,linear,"SARS coronavirus HGZ8L2, complete genome",ssRNA(+),29736,yes
AY394994.1,SARS coronavirus HSZ-Bc,RNA,linear,"SARS coronavirus HSZ-Bc, complete genome",ssRNA(+),29765,yes
AY394995.1,SARS coronavirus HSZ-Cc,RNA,linear,"SARS coronavirus HSZ-Cc, complete genome",ssRNA(+),29765,yes
AY394996.1,SARS coronavirus ZS-B,RNA,linear,"SARS coronavirus ZS-B, complete genome",ssRNA(+),29683,yes
AY394998.1,SARS coronavirus LC1,RNA,linear,"SARS coronavirus LC1, complete genome",ssRNA(+),29736,yes
AY394999.1,SARS coronavirus LC2,RNA,linear,"SARS coronavirus LC2, complete genome",ssRNA(+),29350,yes
AY395000.1,SARS coronavirus LC3,RNA,linear,"SARS coronavirus LC3, complete genome",ssRNA(+),29350,yes
AY395002.1,SARS coronavirus LC5,RNA,linear,"SARS coronavirus LC5, complete genome",ssRNA(+),29350,yes
AY395003.1,SARS coronavirus ZS-C,RNA,linear,"SARS coronavirus ZS-C, complete genome",ssRNA(+),29647,yes
AY463059.1,SARS coronavirus ShanghaiQXC1,RNA,linear,"SARS coronavirus ShanghaiQXC1, complete genome",ssRNA(+),29592,yes
AY463060.1,SARS coronavirus ShanghaiQXC2,RNA,linear,"SARS coronavirus ShanghaiQXC2, complete genome",ssRNA(+),29013,no
AY302539.1,Echovirus E13,RNA,linear,Human echovirus 13 strain Del Carmen complete genome,ssRNA(+),7410,no
AY302541.1,Echovirus E15,RNA,linear,Human echovirus 15 strain CH 96-51 complete genome,ssRNA(+),7437,no
AY302543.1,Echovirus E17,RNA,linear,Human echovirus 17 strain CHHE-29 complete genome,ssRNA(+),7416,no
AY302547.1,Echovirus E21,RNA,linear,Human echovirus 21 strain Farina complete genome,ssRNA(+),7426,no
AY302550.1,Echovirus E26,RNA,linear,Human echovirus 26 strain Coronel complete genome,ssRNA(+),7424,no
AY302551.1,Echovirus E27,RNA,linear,Human echovirus 27 strain Bacon complete genome,ssRNA(+),7412,no
AY302554.1,Echovirus E31,RNA,linear,Human echovirus 31 strain Caldwell complete genome,ssRNA(+),7432,no
AY302555.1,Echovirus E32,RNA,linear,Human echovirus 32 strain PR-10 complete genome,ssRNA(+),7420,no
AY302560.1,Enterovirus B69,RNA,linear,Enterovirus 69 strain Toluca-1 complete genome,ssRNA(+),7411,no
AY485642.1,Human calicivirus NLV/GII/Langen1061/2002/DE,RNA,linear,"Human calicivirus NLV/GII/Langen1061/2002/DE, complete genome",ssRNA(+),7558,yes
AY310120.1,SARS coronavirus FRA,RNA,linear,"SARS coronavirus FRA, complete genome",ssRNA(+),29740,yes
AY345986.1,SARS coronavirus CUHK-AG01,RNA,linear,"SARS coronavirus CUHK-AG01, complete genome",ssRNA(+),29736,yes
AY345988.1,SARS coronavirus CUHK-AG03,RNA,linear,"SARS coronavirus CUHK-AG03, complete genome",ssRNA(+),29736,yes
AY461660.1,SARS coronavirus SoD,RNA,linear,"SARS coronavirus SoD, complete genome",ssRNA(+),29715,yes
AY282752.2,SARS coronavirus CUHK-Su10,RNA,linear,"SARS coronavirus CUHK-Su10, complete genome",ssRNA(+),29736,yes
AY350750.1,SARS coronavirus PUMC01,RNA,linear,"SARS coronavirus PUMC01, complete genome",ssRNA(+),29738,yes
AY357075.1,SARS coronavirus PUMC02,RNA,linear,"SARS coronavirus PUMC02, complete genome",ssRNA(+),29738,yes
AY357076.1,SARS coronavirus PUMC03,RNA,linear,"SARS coronavirus PUMC03, complete genome",ssRNA(+),29745,yes
AY304486.1,Civet SARS CoV SZ3/2003,RNA,linear,"SARS coronavirus SZ3, complete genome",ssRNA(+),29741,yes
AY304488.1,Civet SARS CoV SZ16/2003,RNA,linear,"SARS coronavirus SZ16, complete genome",ssRNA(+),29731,yes
AY304495.1,SARS coronavirus GZ50,RNA,linear,"SARS coronavirus GZ50, complete genome",ssRNA(+),29720,yes
AF465512.1,Coxsackievirus A15,RNA,linear,"Human coxsackievirus A15 strain G-9, complete genome",ssRNA(+),7441,no
AY427439.1,SARS coronavirus AS,RNA,linear,"SARS coronavirus AS, complete genome",ssRNA(+),29711,yes
AY283798.2,SARS coronavirus Sin2774,RNA,linear,"SARS coronavirus Sin2774, complete genome",ssRNA(+),29711,yes
AY362699.1,SARS coronavirus TWC3,RNA,linear,"SARS coronavirus TWC3, complete genome",ssRNA(+),29727,yes
AY283794.1,SARS coronavirus Sin2500,RNA,linear,"SARS coronavirus Sin2500, complete genome",ssRNA(+),29711,yes
AY283795.1,SARS coronavirus Sin2677,RNA,linear,"SARS coronavirus Sin2677, complete genome",ssRNA(+),29705,yes
AY283796.1,SARS coronavirus Sin2679,RNA,linear,"SARS coronavirus Sin2679, complete genome",ssRNA(+),29711,yes
AY283797.1,SARS coronavirus Sin2748,RNA,linear,"SARS coronavirus Sin2748, complete genome",ssRNA(+),29706,yes
AY351680.1,SARS coronavirus ZMY 1,RNA,linear,"SARS coronavirus ZMY 1, complete genome",ssRNA(+),29749,yes
AY278554.2,SARS coronavirus CUHK-W1,RNA,linear,"SARS coronavirus CUHK-W1, complete genome",ssRNA(+),29736,yes
AY321118.1,SARS coronavirus TWC,RNA,linear,"SARS coronavirus TWC, complete genome",ssRNA(+),29725,yes
AY297028.1,SARS coronavirus ZJ01,RNA,linear,"SARS coronavirus ZJ01, complete genome",ssRNA(+),29715,yes
AY166867.1,Potato virus Y strain N,RNA,linear,"Potato virus Y strain N isolate N-Jg, complete genome",ssRNA(+),9700,no
M69205.1,Ockelbo virus,ss-RNA,linear,"Ockelbo virus strain Edsbyn, complete genome",ssRNA(+),11708,yes
AF235167.1,Barley yellow dwarf virus PAV-Ill,RNA,linear,"Barley yellow dwarf virus PAV-Ill genomic RNA, complete genome",ssRNA(+),5665,no
AF061869.1,Beet soil-borne mosaic virus,RNA,linear,"Beet soil-borne mosaic virus RNA2, complete genome",ssRNA(+),4616,no
AF002227.1,Bovine viral diarrhea virus 2 C413,ss-RNA,linear,"Border disease virus strain C413, complete genome",ssRNA(+),12255,no
AY032605.1,Human calicivirus Hu/NLV/GII/MD145-12/1987/US,ss-RNA,linear,"Human calicivirus Hu/NLV/GII/MD145-12/1987/US, complete genome",ssRNA(+),7556,yes
AF201929.1,Murine hepatitis virus strain 2,mRNA,linear,"Murine hepatitis virus strain 2, complete genome",ssRNA(+),31276,no
AF407339.1,Classical swine fever virus 39,ss-RNA,linear,"Classical swine fever virus 39, complete genome",ssRNA(+),12297,yes
AF103734.1,Sindbis-like virus YN87448,RNA,linear,"Sindbis-like virus YN87448, complete genome",ssRNA(+),11717,no
AF241359.1,Enterovirus CA55-1988,RNA,linear,"Enterovirus CA55-1988, complete genome",ssRNA(+),7411,no
V01150.1,Human poliovirus 1 strain Sabin,RNA,linear,"Human poliovirus strain Sabin 1 complete genome, strain Sabin 1",ssRNA(+),7441,no
AB042808.1,Chiba virus,RNA,linear,"Chiba virus genomic RNA, complete genome",ssRNA(+),7697,no
AF091736.1,VESV-like calicivirus,RNA,linear,"VESV-like calicivirus strain Pan-1, complete genome",ssRNA(+),8304,no
AF093797.1,Norwalk virus,RNA,linear,"Norwalk virus, complete genome",ssRNA(+),7598,no
U15301.2,San Miguel sea lion virus,RNA,linear,"San Miguel sea lion virus serotype 1, complete genome",ssRNA(+),8284,no
AF230973.1,Enterovirus Yanbian 96-83csf,RNA,linear,"Enterovirus Yanbian 96-83csf, complete genome",ssRNA(+),7456,no
AB032553.1,Sagiyama virus,RNA,linear,"Sagiyama virus genomic RNA, complete genome",ssRNA(+),11698,no
AF227250.1,Enterobacteria phage KU1,RNA,linear,"Enterobacteriophage KU1, complete genome",ssRNA(+),3486,no
AF123432.1,Bovine enterovirus strain K2577,DNA,linear,"Bovine enterovirus isolate K2577, complete genome",ssRNA(+),7405,no
AF123433.1,Bovine enterovirus strain SL305,DNA,linear,"Bovine enterovirus isolate SL305, complete genome",ssRNA(+),7410,no
AF070476.1,GB virus C variant troglodytes,RNA,linear,"GB virus C variant troglodytes, complete genome",ssRNA(+),9250,no
AF091605.1,Bovine viral diarrhea virus strain Oregon C24V,RNA,linear,"Bovine viral diarrhea virus strain Oregon C24V, complete genome",ssRNA(+),12310,no
AF059243.1,Enterobacteria phage NL95,RNA,linear,"Bacteriophage NL95, complete genome",ssRNA(+),4248,no
U38304.1,Sindbis-like virus,RNA,linear,"Sindbis-like virus isolate Girdwood S.A., complete genome",ssRNA(+),11717,no
MN727299.1,Avian avulavirus 1,cRNA,linear,"Avian avulavirus 1 isolate chicken/Indonesia/Cilebut/010WJ, complete genome",ssRNA(-),15095,no
MK801755.1,Nipah henipavirus,cRNA,linear,"Nipah henipavirus isolate CSUR381, complete genome",ssRNA(-),18246,no
MN186249.1,Rabies lyssavirus,cRNA,linear,"Rabies lyssavirus isolate GXSL2018, complete genome",ssRNA(-),11923,no
MN251607.1,Human respiratory syncytial virus A,cRNA,linear,"Human respiratory syncytial virus A strain GH100344/USA/2011, complete genome",ssRNA(-),14922,no
MN163124.1,Human orthopneumovirus,cRNA,linear,"Human orthopneumovirus isolate HRSV/43/ZJ/CHN/2018, complete genome",ssRNA(-),15149,no
MN164438.1,Indiana vesiculovirus,cRNA,linear,"Indiana vesiculovirus strain Mudd-Summers, complete genome",ssRNA(-),11161,no
MN258361.1,Marburg marburgvirus,cRNA,linear,"Marburg marburgvirus isolate PREDICT_SLAB3960 Kakbat_SL_2017, complete genome",ssRNA(-),19100,no
MN121838.1,Small ruminant morbillivirus,cRNA,linear,"Small ruminant morbillivirus isolate ChinaGS2018, complete genome",ssRNA(-),15954,no
KY629773.1,Human parainfluenza virus 4b,cRNA,linear,"Human parainfluenza virus 4b strain HPIV4b/Seattle/USA/16-J4/2016, complete genome",ssRNA(-),17219,no
KY674940.1,Human respirovirus 1,cRNA,linear,"Human respirovirus 1 strain HPIV1/Seattle/USA/9P4/2016, complete genome",ssRNA(-),15497,no
KY674944.1,Human rubulavirus 2,cRNA,linear,"Human rubulavirus 2 strain HPIV2/Seattle/USA/12E1/2016, complete genome",ssRNA(-),15608,no
MF045424.1,Human metapneumovirus,cRNA,linear,"Human metapneumovirus strain HMPV/Seattle/USA/SC3141/2015, complete genome",ssRNA(-),13288,no
MN306022.1,Human respirovirus 3,cRNA,linear,"Human respirovirus 3 strain HPIV3/Seattle/USA/SC0309/2019, complete genome",ssRNA(-),15391,no
