Supplementary Table 3: Information of Sequences Used to Test the Model's Ability to Generalize,,,,,,,,
,ID,Organism Name,MolTyp,Topology,Description,Genome Type,Length,Family
13209,NR_015388.2,,,,"NR_015388.2 Mus musculus distal-less homeobox 6, opposite strand 1 (Dlx6os1), transcript variant 1, long non-coding RNA",,,
13210,NR_015457.2,,,,"NR_015457.2 Mus musculus RIKEN cDNA B430010I23 gene (B430010I23Rik), long non-coding RNA",,,
13211,NR_015459.1,,,,"NR_015459.1 Mus musculus RIKEN cDNA 4933431E20 gene (4933431E20Rik), long non-coding RNA",,,
13212,NR_015462.1,,,,"NR_015462.1 Mus musculus Wilms tumor 1 homolog, opposite strand (Wt1os), long non-coding RNA",,,
13213,NR_015463.1,,,,"NR_015463.1 Mus musculus small nucleolar RNA host gene 17 (Snhg17), transcript variant 1, long non-coding RNA",,,
13214,NR_015465.3,,,,"NR_015465.3 Mus musculus RIKEN cDNA C920009B18 gene (C920009B18Rik), long non-coding RNA",,,
13215,NR_015466.3,,,,"NR_015466.3 Mus musculus prostaglandin-endoperoxide synthase 2, opposite strand (Ptgs2os), long non-coding RNA",,,
13216,NR_015467.1,,,,"NR_015467.1 Mus musculus RIKEN cDNA 5530601H04 gene (5530601H04Rik), long non-coding RNA",,,
13217,NR_015472.2,,,,"NR_015472.2 Mus musculus RIKEN cDNA 9530082P21 gene (9530082P21Rik), long non-coding RNA",,,
13218,NR_015483.3,,,,"NR_015483.3 Mus musculus Mir100 Mirlet7a-2 Mir125b-1 cluster host gene (Mir100hg), transcript variant 6, long non-coding RNA",,,
13219,NR_015491.1,,,,"NR_015491.1 Mus musculus RIKEN cDNA A630089N07 gene (A630089N07Rik), long non-coding RNA",,,
13220,NR_015494.1,,,,"NR_015494.1 Mus musculus RIKEN cDNA 4930511M06 gene (4930511M06Rik), transcript variant 1, long non-coding RNA",,,
13221,NR_015498.3,,,,"NR_015498.3 Mus musculus RIKEN cDNA 1500004A13 gene (1500004A13Rik), transcript variant 1, long non-coding RNA",,,
13222,NR_015499.3,,,,"NR_015499.3 Mus musculus RIKEN cDNA C030034L19 gene (C030034L19Rik), transcript variant 2, long non-coding RNA",,,
13223,NR_015500.3,,,,"NR_015500.3 Mus musculus RIKEN cDNA A530013C23 gene (A530013C23Rik), transcript variant 1, long non-coding RNA",,,
13224,NR_015501.1,,,,"NR_015501.1 Mus musculus RIKEN cDNA 4833422C13 gene (4833422C13Rik), transcript variant 3, long non-coding RNA",,,
13225,NR_015505.2,,,,"NR_015505.2 Mus musculus functional intergenic repeating RNA element (Firre), long non-coding RNA",,,
13226,NR_015508.3,,,,"NR_015508.3 Mus musculus Jpx transcript, Xist activator (non-protein coding) (Jpx), long non-coding RNA",,,
13227,NR_015517.2,,,,"NR_015517.2 Mus musculus frizzled class receptor 10, opposite strand (Fzd10os), long non-coding RNA",,,
13228,NR_015523.2,,,,"NR_015523.2 Mus musculus RIKEN cDNA A730017L22 gene (A730017L22Rik), long non-coding RNA",,,
13229,NR_015524.1,,,,"NR_015524.1 Mus musculus centrosomal protein 83, opposite strand (Cep83os), long non-coding RNA",,,
13230,NR_015526.2,,,,"NR_015526.2 Mus musculus RIKEN cDNA A830082N09 gene (A830082N09Rik), long non-coding RNA",,,
13231,NR_015529.2,,,,"NR_015529.2 Mus musculus expressed sequence R74862 (R74862), transcript variant 3, long non-coding RNA",,,
13232,NR_015533.2,,,,"NR_015533.2 Mus musculus RIKEN cDNA A230057D06 gene (A230057D06Rik), long non-coding RNA",,,
13233,NR_015537.2,,,,"NR_015537.2 Mus musculus RIKEN cDNA 9230114K14 gene (9230114K14Rik), long non-coding RNA",,,
13234,NR_015538.1,,,,"NR_015538.1 Mus musculus predicted gene 2518 (Gm2518), non-coding RNA",,,
13235,NR_015539.2,,,,"NR_015539.2 Mus musculus RIKEN cDNA 9630013A20 gene (9630013A20Rik), long non-coding RNA",,,
13236,NR_015540.1,,,,"NR_015540.1 Mus musculus RIKEN cDNA 4933400F21 gene (4933400F21Rik), long non-coding RNA",,,
13237,NR_015542.2,,,,"NR_015542.2 Mus musculus RIKEN cDNA E430016F16 gene (E430016F16Rik), long non-coding RNA",,,
13238,NR_015543.3,,,,"NR_015543.3 Mus musculus Mir99a and Mirlet7c-1 host gene (non-protein coding) (Mir99ahg), long non-coding RNA",,,
13239,NR_015544.2,,,,"NR_015544.2 Mus musculus RIKEN cDNA 9630028H03 gene (9630028H03Rik), long non-coding RNA",,,
13240,NR_015545.2,,,,"NR_015545.2 Mus musculus RIKEN cDNA 4930481A15 gene (4930481A15Rik), transcript variant 1, long non-coding RNA",,,
13241,NR_015549.1,,,,"NR_015549.1 Mus musculus tRNA methyltransferase 61B (Trmt61b), transcript variant 1, long non-coding RNA",,,
13242,NR_015552.2,,,,"NR_015552.2 Mus musculus RIKEN cDNA 5330434G04 gene (5330434G04Rik), long non-coding RNA",,,
13243,NR_015554.2,,,,"NR_015554.2 Mus musculus expressed sequence AI506816 (AI506816), transcript variant 1, long non-coding RNA",,,
13244,NR_015555.1,,,,"NR_015555.1 Mus musculus RIKEN cDNA 4933404O12 gene (4933404O12Rik), long non-coding RNA",,,
13245,NR_015560.2,,,,"NR_015560.2 Mus musculus RIKEN cDNA 2610028E06 gene (2610028E06Rik), long non-coding RNA",,,
13246,NR_015562.2,,,,"NR_015562.2 Mus musculus RIKEN cDNA 9530036O11Rik (9530036O11Rik), long non-coding RNA",,,
13247,NR_015566.2,,,,"NR_015566.2 Mus musculus RIKEN cDNA A330023F24 gene (A330023F24Rik), long non-coding RNA",,,
13248,NR_015567.3,,,,"NR_015567.3 Mus musculus RIKEN cDNA A930007I19 gene (A930007I19Rik), long non-coding RNA",,,
13249,NR_015569.3,,,,"NR_015569.3 Mus musculus RIKEN cDNA 4732471J01 gene (4732471J01Rik), transcript variant 1, long non-coding RNA",,,
13250,NR_015574.3,,,,"NR_015574.3 Mus musculus RIKEN cDNA 4930513N10 gene (4930513N10Rik), long non-coding RNA",,,
13251,NR_015579.2,,,,"NR_015579.2 Mus musculus RIKEN cDNA 2810032G03 gene (2810032G03Rik), long non-coding RNA",,,
13252,NR_015580.2,,,,"NR_015580.2 Mus musculus SOX2 overlapping transcript (non-protein coding) (Sox2ot), long non-coding RNA",,,
13253,NR_015582.2,,,,"NR_015582.2 Mus musculus RIKEN cDNA C330024D21 gene (C330024D21Rik), transcript variant 1, long non-coding RNA",,,
13254,NR_015585.3,,,,"NR_015585.3 Mus musculus RIKEN cDNA 4933439C10 gene (4933439C10Rik), transcript variant 1, long non-coding RNA",,,
13255,NR_015586.3,,,,"NR_015586.3 Mus musculus RIKEN cDNA A330035P11 gene (A330035P11Rik), long non-coding RNA",,,
13256,NR_015589.1,,,,"NR_015589.1 Mus musculus RIKEN cDNA 9330158H04 gene (9330158H04Rik), long non-coding RNA",,,
13257,NR_015593.3,,,,"NR_015593.3 Mus musculus RIKEN cDNA D130009I18 gene (D130009I18Rik), long non-coding RNA",,,
13258,NR_015595.3,,,,"NR_015595.3 Mus musculus serine/arginine repetitive matrix 4, opposite strand (Srrm4os), long non-coding RNA",,,
13259,NR_015596.1,,,,"NR_015596.1 Mus musculus RIKEN cDNA 4930442L01 gene (4930442L01Rik), long non-coding RNA",,,
13260,NR_015597.1,,,,"NR_015597.1 Mus musculus zinc finger protein 862, pseudogene (Zfp862-ps), transcript variant 2, non-coding RNA",,,
13261,NR_015598.2,,,,"NR_015598.2 Mus musculus RIKEN cDNA 2810047C21 gene 1 (2810047C21Rik1), transcript variant 1, long non-coding RNA",,,
13262,NR_015600.3,,,,"NR_015600.3 Mus musculus RIKEN cDNA A230072E10 gene (A230072E10Rik), long non-coding RNA",,,
13263,NR_015605.1,,,,"NR_015605.1 Mus musculus RIKEN cDNA 2900052N01 gene (2900052N01Rik), long non-coding RNA",,,
13264,NR_015609.2,,,,"NR_015609.2 Mus musculus expressed sequence C86187 (C86187), long non-coding RNA",,,
13265,NR_015610.2,,,,"NR_015610.2 Mus musculus RIKEN cDNA 9530059O14 gene (9530059O14Rik), long non-coding RNA",,,
13266,NR_015613.1,,,,"NR_015613.1 Mus musculus RIKEN cDNA 1700029M20 gene (1700029M20Rik), transcript variant 1, long non-coding RNA",,,
13267,NR_024017.2,,,,"NR_024017.2 Mus musculus RIKEN cDNA 4930594C11 gene (4930594C11Rik), non-coding RNA",,,
13268,NR_024078.1,,,,"NR_024078.1 Mus musculus BTB (POZ) domain containing 19 (Btbd19), long non-coding RNA",,,
13269,NR_024097.1,,,,"NR_024097.1 Mus musculus predicted gene 14057 (Gm14057), non-coding RNA",,,
13270,NR_024208.1,,,,"NR_024208.1 Mus musculus synaptonemal complex protein 1, pseudogene 1 (Sycp1-ps1), non-coding RNA",,,
13271,NR_024257.1,,,,"NR_024257.1 Mus musculus RIKEN cDNA 4930412O13 gene (4930412O13Rik), long non-coding RNA",,,
13272,NR_024325.1,,,,"NR_024325.1 Mus musculus RIKEN cDNA 9130024F11 gene (9130024F11Rik), transcript variant 1, long non-coding RNA",,,
13273,NR_024328.1,,,,"NR_024328.1 Mus musculus RIKEN cDNA 9230116N13 gene (9230116N13Rik), long non-coding RNA",,,
13274,NR_024329.1,,,,"NR_024329.1 Mus musculus RIKEN cDNA 2900097C17 gene (2900097C17Rik), long non-coding RNA",,,
13275,NR_024331.1,,,,"NR_024331.1 Mus musculus RIKEN cDNA 1700008J07 gene (1700008J07Rik), long non-coding RNA",,,
13276,NR_026596.1,,,,"NR_026596.1 Mus musculus predicted pseudogene 5126 (Gm5126), long non-coding RNA",,,
13277,NR_026848.1,,,,"NR_026848.1 Mus musculus RIKEN cDNA C030034I22 gene (C030034I22Rik), long non-coding RNA",,,
13278,NR_026853.1,,,,"NR_026853.1 Mus musculus RIKEN cDNA A930012L18 gene (A930012L18Rik), long non-coding RNA",,,
13279,NR_026907.1,,,,"NR_026907.1 Mus musculus Williams Beuren syndrome chromosome region 25 (human) (Wbscr25), long non-coding RNA",,,
13280,NR_026942.1,,,,"NR_026942.1 Mus musculus RIKEN cDNA E330013P04 gene (E330013P04Rik), long non-coding RNA",,,
13281,NR_027236.1,,,,"NR_027236.1 Mus musculus expressed sequence AI854703 (AI854703), non-coding RNA",,,
13282,NR_027290.1,,,,"NR_027290.1 Mus musculus uridine-cytidine kinase 1-like 1, opposite strand (Uckl1os), transcript variant 1, long non-coding RNA",,,
13283,NR_027376.1,,,,"NR_027376.1 Mus musculus predicted gene 5468 (Gm5468), long non-coding RNA",,,
13284,NR_027446.1,,,,"NR_027446.1 Mus musculus RIKEN cDNA A230072C01 gene (A230072C01Rik), transcript variant 1, long non-coding RNA",,,
13285,NR_027619.1,,,,"NR_027619.1 Mus musculus murinoglobulin, pseudogene 1 (Mug-ps1), non-coding RNA",,,
13286,NR_027643.2,,,,"NR_027643.2 Mus musculus RIKEN cDNA 4932435O22 gene (4932435O22Rik), long non-coding RNA",,,
13287,NR_027799.1,,,,"NR_027799.1 Mus musculus transforming growth factor beta regulated gene 3 (Tbrg3), long non-coding RNA",,,
13288,NR_027801.1,,,,"NR_027801.1 Mus musculus predicted gene 1141 (Gm1141), long non-coding RNA",,,
13289,NR_027805.1,,,,"NR_027805.1 Mus musculus RIKEN cDNA A430093F15 gene (A430093F15Rik), long non-coding RNA",,,
13290,NR_027821.1,,,,"NR_027821.1 Mus musculus small nucleolar RNA host gene 16 (Snhg16), transcript variant 3, long non-coding RNA",,,
13291,NR_027846.1,,,,"NR_027846.1 Mus musculus RIKEN cDNA D630029K05 gene (D630029K05Rik), transcript variant 2, long non-coding RNA",,,
13292,NR_027851.1,,,,"NR_027851.1 Mus musculus RIKEN cDNA 2900005J15 gene (2900005J15Rik), long non-coding RNA",,,
13293,NR_027854.1,,,,"NR_027854.1 Mus musculus CDC-like kinase 1 (Clk1), transcript variant 3, non-coding RNA",,,
13294,NR_027871.2,,,,"NR_027871.2 Mus musculus cathepsin 8, pseudogene (Cts8-ps), non-coding RNA",,,
13295,NR_027886.1,,,,"NR_027886.1 Mus musculus RIKEN cDNA A930013F10 gene (A930013F10Rik), long non-coding RNA",,,
13296,NR_027890.1,,,,"NR_027890.1 Mus musculus RIKEN cDNA 5031426D15 gene (5031426D15Rik), long non-coding RNA",,,
13297,NR_027891.1,,,,"NR_027891.1 Mus musculus RIKEN cDNA 2900092D14 gene (2900092D14Rik), long non-coding RNA",,,
13298,NR_027893.1,,,,"NR_027893.1 Mus musculus expressed sequence BB123696 (BB123696), long non-coding RNA",,,
13299,NR_027913.1,,,,"NR_027913.1 Mus musculus RIKEN cDNA G630025P09 gene (G630025P09Rik), long non-coding RNA",,,
13300,NR_027920.1,,,,"NR_027920.1 Mus musculus msh homeobox 1 opposite strand (Msx1os), antisense RNA",,,
13301,NR_027923.1,,,,"NR_027923.1 Mus musculus RIKEN cDNA C630043F03 gene (C630043F03Rik), long non-coding RNA",,,
13302,NR_027926.1,,,,"NR_027926.1 Mus musculus RIKEN cDNA 4930507D05 gene (4930507D05Rik), long non-coding RNA",,,
13303,NR_027956.1,,,,"NR_027956.1 Mus musculus RIKEN cDNA 1700052K11 gene (1700052K11Rik), long non-coding RNA",,,
13304,NR_027958.1,,,,"NR_027958.1 Mus musculus RIKEN cDNA D930048N14 gene (D930048N14Rik), long non-coding RNA",,,
13305,NR_027963.1,,,,"NR_027963.1 Mus musculus zinc finger protein 783 (Zfp783), long non-coding RNA",,,
13306,NR_027969.1,,,,"NR_027969.1 Mus musculus zinc finger protein 85, opposite strand (Zfp85os), long non-coding RNA",,,
13307,NR_027975.2,,,,"NR_027975.2 Mus musculus Sox1 overlapping transcript (Sox1ot), long non-coding RNA",,,
13308,NR_027980.1,,,,"NR_027980.1 Mus musculus RIKEN cDNA 1700001L05 gene (1700001L05Rik), long non-coding RNA",,,
13309,NR_027981.1,,,,"NR_027981.1 Mus musculus RIKEN cDNA 1810064F22 gene (1810064F22Rik), long non-coding RNA",,,
13310,NR_027985.1,,,,"NR_027985.1 Mus musculus RIKEN cDNA 4632415L05 gene (4632415L05Rik), non-coding RNA",,,
13311,NR_027987.1,,,,"NR_027987.1 Mus musculus RIKEN cDNA C030016D13 gene (C030016D13Rik), long non-coding RNA",,,
13312,NR_027993.1,,,,"NR_027993.1 Mus musculus predicted gene 3414 (Gm3414), long non-coding RNA",,,
13313,NR_028061.1,,,,"NR_028061.1 Mus musculus predicted pseudogene 8615 (Gm8615), non-coding RNA",,,
13314,NR_028259.1,,,,"NR_028259.1 Mus musculus RIKEN cDNA 4932414J04 gene (4932414J04Rik), long non-coding RNA",,,
13315,NR_028261.1,,,,"NR_028261.1 Mus musculus RNA imprinted and accumulated in nucleus (Rian), long non-coding RNA",,,
13316,NR_028262.1,,,,"NR_028262.1 Mus musculus rhabdomyosarcoma 2 associated transcript (non-coding RNA) (Rmst), long non-coding RNA",,,
13317,NR_028263.1,,,,"NR_028263.1 Mus musculus RIKEN cDNA B130006D01 gene (B130006D01Rik), long non-coding RNA",,,
13318,NR_028266.1,,,,"NR_028266.1 Mus musculus cDNA Sequence BC037032 (BC037032), long non-coding RNA",,,
13319,NR_028305.2,,,,"NR_028305.2 Mus musculus transmembrane protein 181C, pseudogene (Tmem181c-ps), non-coding RNA",,,
13320,NR_028320.1,,,,"NR_028320.1 Mus musculus expressed sequence AU015836 (AU015836), long non-coding RNA",,,
13321,NR_028359.1,,,,"NR_028359.1 Mus musculus RIKEN cDNA 5830417I10 gene (5830417I10Rik), non-coding RNA",,,
13322,NR_028376.1,,,,"NR_028376.1 Mus musculus RIKEN cDNA A930004D18 gene (A930004D18Rik), transcript variant 1, long non-coding RNA",,,
13323,NR_028380.1,,,,"NR_028380.1 Mus musculus Ftx transcript, Xist regulator (non-protein coding) (Ftx), transcript variant 1, long non-coding RNA",,,
13324,NR_028384.1,,,,"NR_028384.1 Mus musculus RIKEN cDNA 4930528A17 gene (4930528A17Rik), long non-coding RNA",,,
13325,NR_028391.1,,,,"NR_028391.1 Mus musculus expressed sequence BB031773 (BB031773), long non-coding RNA",,,
13326,NR_028416.1,,,,"NR_028416.1 Mus musculus RIKEN cDNA D630041G03 gene (D630041G03Rik), long non-coding RNA",,,
13327,NR_028421.1,,,,"NR_028421.1 Mus musculus RIKEN cDNA D430020J02 gene (D430020J02Rik), long non-coding RNA",,,
13328,NR_028427.1,,,,"NR_028427.1 Mus musculus myocardial infarction associated transcript 1 (Mirt1), long non-coding RNA",,,
13329,NR_028428.1,,,,"NR_028428.1 Mus musculus RIKEN cDNA 2610005L07 gene (2610005L07Rik), non-coding RNA",,,
13330,NR_028429.1,,,,"NR_028429.1 Mus musculus THAP domain containing 6 (Thap6), non-coding RNA",,,
13331,NR_028442.1,,,,"NR_028442.1 Mus musculus RIKEN cDNA 9330020H09 gene (9330020H09Rik), long non-coding RNA",,,
13332,NR_028445.1,,,,"NR_028445.1 Mus musculus RIKEN cDNA F930015N05 gene (F930015N05Rik), long non-coding RNA",,,
13333,NR_028577.1,,,,"NR_028577.1 Mus musculus RIKEN cDNA D030025P21 gene (D030025P21Rik), long non-coding RNA",,,
13334,NR_028578.1,,,,"NR_028578.1 Mus musculus predicted gene 10584 (Gm10584), long non-coding RNA",,,
13335,NR_028580.1,,,,"NR_028580.1 Mus musculus predicted gene 10825 (Gm10825), long non-coding RNA",,,
13336,NR_028589.1,,,,"NR_028589.1 Mus musculus myeloid RNA regulator of BCL2L11 induced cell death (Morrbid), transcript variant 1, long non-coding RNA",,,
13337,NR_028592.1,,,,"NR_028592.1 Mus musculus predicted gene 10069 (Gm10069), transcript variant 1, long non-coding RNA",,,
13338,NR_029381.1,,,,"NR_029381.1 Mus musculus RIKEN cDNA 5330413P13 gene (5330413P13Rik), long non-coding RNA",,,
13339,NR_029382.1,,,,"NR_029382.1 Mus musculus Mir17 host gene (non-protein coding) (Mir17hg), long non-coding RNA",,,
13340,NR_029424.1,,,,"NR_029424.1 Mus musculus cilia and flagella associated protein 53 (Cfap53), transcript variant 2, non-coding RNA",,,
13341,NR_029441.1,,,,"NR_029441.1 Mus musculus RIKEN cDNA 2810454H06 gene (2810454H06Rik), long non-coding RNA",,,
13342,NR_029443.1,,,,"NR_029443.1 Mus musculus RIKEN cDNA 4933407K13 gene (4933407K13Rik), long non-coding RNA",,,
13343,NR_029447.1,,,,"NR_029447.1 Mus musculus RIKEN cDNA E130317F20 gene (E130317F20Rik), long non-coding RNA",,,
13344,NR_029450.1,,,,"NR_029450.1 Mus musculus RIKEN cDNA C530005A16 gene (C530005A16Rik), long non-coding RNA",,,
13345,NR_029452.1,,,,"NR_029452.1 Mus musculus serine/threonine kinase 35, opposite strand 1 (Stk35os1), long non-coding RNA",,,
13346,NR_029456.1,,,,"NR_029456.1 Mus musculus methylcrotonoyl-Coenzyme A carboxylase 1 (alpha), opposite strand (Mccc1os), long non-coding RNA",,,
13347,NR_029457.1,,,,"NR_029457.1 Mus musculus RIKEN cDNA G530011O06 gene (G530011O06Rik), transcript variant 1, long non-coding RNA",,,
13348,NR_029460.1,,,,"NR_029460.1 Mus musculus RIKEN cDNA 6530402F18 gene (6530402F18Rik), long non-coding RNA",,,
13349,NR_029463.1,,,,"NR_029463.1 Mus musculus RIKEN cDNA 9430083A17 gene (9430083A17Rik), long non-coding RNA",,,
13350,NR_029473.1,,,,"NR_029473.1 Mus musculus Foxp3 regulating long intergenic noncoding RNA (Flicr), long non-coding RNA",,,
13351,NR_029474.1,,,,"NR_029474.1 Mus musculus RIKEN cDNA B430319G15 gene (B430319G15Rik), long non-coding RNA",,,
13352,NR_029475.1,,,,"NR_029475.1 Mus musculus RIKEN cDNA 4930581F22 gene (4930581F22Rik), long non-coding RNA",,,
13353,NR_030669.1,,,,"NR_030669.1 Mus musculus RIKEN cDNA 1700034H15 gene (1700034H15Rik), long non-coding RNA",,,
13354,NR_030670.1,,,,"NR_030670.1 Mus musculus predicted gene 15760 (Gm15760), non-coding RNA",,,
13355,NR_030671.1,,,,"NR_030671.1 Mus musculus expressed sequence AW011738 (AW011738), long non-coding RNA",,,
13356,NR_030673.1,,,,"NR_030673.1 Mus musculus RIKEN cDNA D930016D06 gene (D930016D06Rik), long non-coding RNA",,,
13357,NR_030675.1,,,,"NR_030675.1 Mus musculus RIKEN cDNA D730005E14 gene (D730005E14Rik), long non-coding RNA",,,
13358,NR_030676.1,,,,"NR_030676.1 Mus musculus putative homeodomain transcription factor 1, opposite strand (Phtf1os), long non-coding RNA",,,
13359,NR_030680.1,,,,"NR_030680.1 Mus musculus Mnd1 retrotransposed pseudogene (Mnd1-ps), non-coding RNA",,,
13360,NR_030690.1,,,,"NR_030690.1 Mus musculus RIKEN cDNA E330033B04 gene (E330033B04Rik), long non-coding RNA",,,
13361,NR_030692.1,,,,"NR_030692.1 Mus musculus RIKEN cDNA A930011G23 gene (A930011G23Rik), long non-coding RNA",,,
13362,NR_030693.1,,,,"NR_030693.1 Mus musculus RIKEN cDNA 4930412C18 gene (4930412C18Rik), long non-coding RNA",,,
13363,NR_030694.1,,,,"NR_030694.1 Mus musculus RIKEN cDNA 1110002L01 gene (1110002L01Rik), long non-coding RNA",,,
13364,NR_030695.1,,,,"NR_030695.1 Mus musculus RIKEN cDNA B330016D10 gene (B330016D10Rik), long non-coding RNA",,,
13365,NR_030696.1,,,,"NR_030696.1 Mus musculus RIKEN cDNA 9930014A18 gene (9930014A18Rik), long non-coding RNA",,,
13366,NR_030699.1,,,,"NR_030699.1 Mus musculus RIKEN cDNA A630072M18 gene (A630072M18Rik), long non-coding RNA",,,
13367,NR_030700.1,,,,"NR_030700.1 Mus musculus RIKEN cDNA 4831440E17 gene (4831440E17Rik), long non-coding RNA",,,
13368,NR_030707.1,,,,"NR_030707.1 Mus musculus vomeronasal 1 receptor, pseudogene 79 (Vmn1r-ps79), non-coding RNA",,,
13369,NR_030708.1,,,,"NR_030708.1 Mus musculus RIKEN cDNA 6820431F20 gene (6820431F20Rik), non-coding RNA",,,
13370,NR_030709.2,,,,"NR_030709.2 Mus musculus predicted gene 16386 (Gm16386), non-coding RNA",,,
13371,NR_030712.1,,,,"NR_030712.1 Mus musculus RIKEN cDNA 3110099E03 gene (3110099E03Rik), long non-coding RNA",,,
13372,NR_030715.2,,,,"NR_030715.2 Mus musculus RIKEN cDNA 3930402G23 gene (3930402G23Rik), transcript variant 2, long non-coding RNA",,,
13373,NR_030718.1,,,,"NR_030718.1 Mus musculus RIKEN cDNA F630028O10 gene (F630028O10Rik), long non-coding RNA",,,
13374,NR_030719.1,,,,"NR_030719.1 Mus musculus predicted gene 8979 (Gm8979), non-coding RNA",,,
13375,NR_030720.1,,,,"NR_030720.1 Mus musculus predicted gene 8989 (Gm8989), non-coding RNA",,,
13376,NR_030721.2,,,,"NR_030721.2 Mus musculus forkhead box D2, opposite strand (Foxd2os), long non-coding RNA",,,
13377,NR_030763.1,,,,"NR_030763.1 Mus musculus sperm motility kinase 4A (Smok4a), non-coding RNA",,,
13378,NR_030769.3,,,,"NR_030769.3 Mus musculus NK2 homeobox 2, opposite strand (Nkx2-2os), long non-coding RNA",,,
13379,NR_033123.1,,,,"NR_033123.1 Mus musculus RIKEN cDNA 4933409K07 gene (4933409K07Rik), non-coding RNA",,,
13380,NR_033139.1,,,,"NR_033139.1 Mus musculus expressed sequence AI427809 (AI427809), transcript variant 1, long non-coding RNA",,,
13381,NR_033148.1,,,,"NR_033148.1 Mus musculus predicted gene 20605 (Gm20605), long non-coding RNA",,,
13382,NR_033214.1,,,,"NR_033214.1 Mus musculus RIKEN cDNA B430212C06 gene (B430212C06Rik), long non-coding RNA",,,
13383,NR_033220.1,,,,"NR_033220.1 Mus musculus cDNA sequence BC039771 (BC039771), long non-coding RNA",,,
13384,NR_033221.1,,,,"NR_033221.1 Mus musculus cDNA sequence BC031361 (BC031361), long non-coding RNA",,,
13385,NR_033222.1,,,,"NR_033222.1 Mus musculus RIKEN cDNA 9330151L19 gene (9330151L19Rik), long non-coding RNA",,,
13386,NR_033228.1,,,,"NR_033228.1 Mus musculus RIKEN cDNA E030024N20 gene (E030024N20Rik), non-coding RNA",,,
13387,NR_033261.1,,,,"NR_033261.1 Mus musculus proline rich 33 (Prr33), long non-coding RNA",,,
13388,NR_033299.1,,,,"NR_033299.1 Mus musculus RIKEN cDNA 9530091C08 gene (9530091C08Rik), long non-coding RNA",,,
13389,NR_033305.1,,,,"NR_033305.1 Mus musculus expressed sequence AA388235 (AA388235), long non-coding RNA",,,
